ticks;timestamp ms;expected ts ms;lag ms;actual delta ms;expected delta ms;delta diff ms;measure;message
0;1.970;0.000;1.970;0.000;0.000;0.000;1;"-"
0;2.498;0.000;2.498;0.528;0.000;0.528;1;"-"
0;2.675;0.000;2.675;0.176;0.000;0.176;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;4.699;0.000;4.699;2.025;0.000;2.025;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;4.727;0.000;4.727;0.028;0.000;0.028;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;4.828;0.000;4.828;0.101;0.000;0.101;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;4.861;0.000;4.861;0.033;0.000;0.033;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;4.880;0.000;4.880;0.019;0.000;0.019;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;4.898;0.000;4.898;0.018;0.000;0.018;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;4.923;0.000;4.923;0.025;0.000;0.025;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;4.939;0.000;4.939;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;4.954;0.000;4.954;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;4.969;0.000;4.969;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;4.984;0.000;4.984;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.000;0.000;5.000;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.015;0.000;5.015;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.029;0.000;5.029;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.043;0.000;5.043;0.013;0.000;0.013;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.057;0.000;5.057;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.072;0.000;5.072;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.087;0.000;5.087;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.101;0.000;5.101;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.116;0.000;5.116;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.131;0.000;5.131;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.146;0.000;5.146;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.160;0.000;5.160;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.175;0.000;5.175;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.191;0.000;5.191;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.206;0.000;5.206;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.220;0.000;5.220;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.235;0.000;5.235;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.249;0.000;5.249;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.263;0.000;5.263;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.278;0.000;5.278;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.293;0.000;5.293;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.309;0.000;5.309;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.325;0.000;5.325;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.340;0.000;5.340;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.354;0.000;5.354;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.367;0.000;5.367;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.381;0.000;5.381;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.397;0.000;5.397;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.413;0.000;5.413;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.430;0.000;5.430;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.447;0.000;5.447;0.018;0.000;0.018;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.461;0.000;5.461;0.013;0.000;0.013;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.474;0.000;5.474;0.013;0.000;0.013;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.488;0.000;5.488;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.504;0.000;5.504;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.520;0.000;5.520;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.542;0.000;5.542;0.022;0.000;0.022;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.560;0.000;5.560;0.017;0.000;0.017;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.576;0.000;5.576;0.017;0.000;0.017;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.592;0.000;5.592;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.608;0.000;5.608;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.624;0.000;5.624;0.017;0.000;0.017;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.645;0.000;5.645;0.021;0.000;0.021;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.662;0.000;5.662;0.017;0.000;0.017;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.677;0.000;5.677;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.691;0.000;5.691;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.706;0.000;5.706;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.721;0.000;5.721;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.737;0.000;5.737;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.753;0.000;5.753;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.771;0.000;5.771;0.018;0.000;0.018;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.798;0.000;5.798;0.027;0.000;0.027;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.821;0.000;5.821;0.023;0.000;0.023;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.836;0.000;5.836;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.850;0.000;5.850;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.865;0.000;5.865;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.883;0.000;5.883;0.018;0.000;0.018;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.899;0.000;5.899;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.914;0.000;5.914;0.015;0.000;0.015;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.930;0.000;5.930;0.016;0.000;0.016;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=false)"
0;5.950;0.000;5.950;0.021;0.000;0.021;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.967;0.000;5.967;0.017;0.000;0.017;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.981;0.000;5.981;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;5.995;0.000;5.995;0.014;0.000;0.014;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
0;6.008;0.000;6.008;0.013;0.000;0.013;1;"JavaWrapperMessage(ticks=0, isNote=false, isMeta=true)"
96;182.666;168.539;14.127;176.658;168.539;8.119;1;"-"
192;351.907;337.078;14.829;169.242;168.539;0.703;1;"-"
288;521.076;505.617;15.459;169.169;168.539;0.630;1;"-"
384;690.364;674.156;16.208;169.287;168.539;0.748;1;"-"
480;859.650;842.695;16.955;169.286;168.539;0.747;1;"-"
576;1028.898;1011.234;17.664;169.249;168.539;0.710;1;"-"
672;1198.235;1179.773;18.462;169.336;168.539;0.797;1;"-"
768;1367.499;1348.312;19.187;169.264;168.539;0.725;1;"-"
864;1536.796;1516.851;19.945;169.297;168.539;0.758;1;"-"
960;1706.058;1685.390;20.668;169.262;168.539;0.723;1;"-"
1056;1875.475;1853.929;21.546;169.417;168.539;0.878;1;"-"
1056;1881.909;1853.929;27.980;6.433;168.539;-162.106;1;"JavaWrapperMessage(ticks=1056, isNote=true, isMeta=false)"
1152;2051.211;2022.468;28.743;169.303;168.539;0.764;2;"-"
1152;2051.252;2022.468;28.784;0.040;168.539;-168.499;2;"-"
1152;2052.735;2022.468;30.267;1.483;168.539;-167.056;2;"JavaWrapperMessage(ticks=1152, isNote=true, isMeta=false)"
1248;2222.072;2191.007;31.065;169.337;168.539;0.798;2;"-"
1344;2391.331;2359.546;31.785;169.259;168.539;0.720;2;"-"
1440;2560.660;2528.085;32.575;169.329;168.539;0.790;2;"-"
1440;2560.964;2528.085;32.879;0.304;168.539;-168.235;2;"JavaWrapperMessage(ticks=1440, isNote=true, isMeta=false)"
1440;2562.149;2528.085;34.064;1.184;168.539;-167.355;2;"JavaWrapperMessage(ticks=1440, isNote=true, isMeta=false)"
1536;2731.432;2696.624;34.808;169.283;168.539;0.744;2;"-"
1632;2900.886;2865.163;35.723;169.454;168.539;0.915;2;"-"
1728;3070.067;3033.702;36.365;169.181;168.539;0.642;2;"-"
1728;3070.147;3033.702;36.445;0.080;168.539;-168.459;2;"JavaWrapperMessage(ticks=1728, isNote=true, isMeta=false)"
1728;3070.648;3033.702;36.946;0.502;168.539;-168.037;2;"JavaWrapperMessage(ticks=1728, isNote=true, isMeta=false)"
1824;3239.806;3202.241;37.565;169.158;168.539;0.619;2;"-"
1920;3408.999;3370.780;38.219;169.193;168.539;0.654;2;"-"
2016;3578.208;3539.319;38.889;169.209;168.539;0.670;2;"-"
2016;3578.318;3539.319;38.999;0.110;168.539;-168.429;2;"JavaWrapperMessage(ticks=2016, isNote=true, isMeta=false)"
2016;3579.030;3539.319;39.711;0.712;168.539;-167.827;2;"JavaWrapperMessage(ticks=2016, isNote=true, isMeta=false)"
2112;3748.357;3707.858;40.499;169.326;168.539;0.787;2;"-"
2208;3917.791;3876.397;41.394;169.434;168.539;0.895;2;"-"
2208;3917.952;3876.397;41.555;0.161;168.539;-168.378;2;"JavaWrapperMessage(ticks=2208, isNote=true, isMeta=false)"
2208;3918.730;3876.397;42.333;0.778;168.539;-167.761;2;"JavaWrapperMessage(ticks=2208, isNote=true, isMeta=false)"
2304;4088.012;4044.936;43.076;169.281;168.539;0.742;3;"-"
2304;4088.034;4044.936;43.098;0.023;168.539;-168.516;3;"-"
2304;4088.084;4044.936;43.148;0.050;168.539;-168.489;3;"JavaWrapperMessage(ticks=2304, isNote=true, isMeta=false)"
2304;4088.394;4044.936;43.458;0.309;168.539;-168.230;3;"JavaWrapperMessage(ticks=2304, isNote=true, isMeta=false)"
2400;4257.538;4213.475;44.063;169.145;168.539;0.606;3;"-"
2496;4426.764;4382.014;44.750;169.226;168.539;0.687;3;"-"
2592;4596.090;4550.553;45.537;169.326;168.539;0.787;3;"-"
2592;4596.235;4550.553;45.682;0.145;168.539;-168.394;3;"JavaWrapperMessage(ticks=2592, isNote=true, isMeta=false)"
2592;4596.996;4550.553;46.443;0.761;168.539;-167.778;3;"JavaWrapperMessage(ticks=2592, isNote=true, isMeta=false)"
2688;4766.330;4719.092;47.238;169.334;168.539;0.795;3;"-"
2784;4935.713;4887.631;48.082;169.383;168.539;0.844;3;"-"
2880;5104.994;5056.170;48.824;169.282;168.539;0.743;3;"-"
2880;5105.085;5056.170;48.915;0.090;168.539;-168.449;3;"JavaWrapperMessage(ticks=2880, isNote=true, isMeta=false)"
2880;5105.474;5056.170;49.304;0.390;168.539;-168.149;3;"JavaWrapperMessage(ticks=2880, isNote=true, isMeta=false)"
2976;5274.745;5224.709;50.036;169.270;168.539;0.731;3;"-"
3072;5444.150;5393.248;50.902;169.405;168.539;0.866;3;"-"
3168;5613.462;5561.787;51.675;169.312;168.539;0.773;3;"-"
3168;5613.604;5561.787;51.817;0.142;168.539;-168.397;3;"JavaWrapperMessage(ticks=3168, isNote=true, isMeta=false)"
3168;5614.391;5561.787;52.604;0.787;168.539;-167.752;3;"JavaWrapperMessage(ticks=3168, isNote=true, isMeta=false)"
3264;5783.653;5730.326;53.327;169.262;168.539;0.723;3;"-"
3360;5952.934;5898.865;54.069;169.281;168.539;0.742;3;"-"
3360;5953.113;5898.865;54.248;0.180;168.539;-168.359;3;"JavaWrapperMessage(ticks=3360, isNote=true, isMeta=false)"
3360;5954.069;5898.865;55.204;0.955;168.539;-167.584;3;"JavaWrapperMessage(ticks=3360, isNote=true, isMeta=false)"
3456;6123.482;6067.404;56.078;169.414;168.539;0.875;4;"-"
3456;6123.511;6067.404;56.107;0.029;168.539;-168.510;4;"-"
3456;6124.362;6067.404;56.958;0.851;168.539;-167.688;4;"JavaWrapperMessage(ticks=3456, isNote=true, isMeta=false)"
3456;6124.991;6067.404;57.587;0.629;168.539;-167.910;4;"JavaWrapperMessage(ticks=3456, isNote=true, isMeta=false)"
3456;6125.217;6067.404;57.813;0.226;168.539;-168.313;4;"JavaWrapperMessage(ticks=3456, isNote=true, isMeta=false)"
3456;6125.411;6067.404;58.007;0.194;168.539;-168.345;4;"JavaWrapperMessage(ticks=3456, isNote=true, isMeta=false)"
3456;6125.436;6067.404;58.032;0.025;168.539;-168.514;4;"JavaWrapperMessage(ticks=3456, isNote=true, isMeta=false)"
3456;6125.669;6067.404;58.265;0.233;168.539;-168.306;4;"JavaWrapperMessage(ticks=3456, isNote=true, isMeta=false)"
3468;6147.531;6088.471;59.060;21.863;21.067;0.796;4;"JavaWrapperMessage(ticks=3468, isNote=true, isMeta=false)"
3480;6169.512;6109.538;59.974;21.981;21.067;0.914;4;"JavaWrapperMessage(ticks=3480, isNote=true, isMeta=false)"
3552;6295.708;6235.942;59.766;126.195;126.404;-0.209;4;"-"
3648;6464.959;6404.481;60.478;169.251;168.539;0.712;4;"-"
3744;6634.249;6573.020;61.229;169.290;168.539;0.751;4;"-"
3744;6634.419;6573.020;61.399;0.169;168.539;-168.370;4;"JavaWrapperMessage(ticks=3744, isNote=true, isMeta=false)"
3744;6635.660;6573.020;62.640;1.242;168.539;-167.297;4;"JavaWrapperMessage(ticks=3744, isNote=true, isMeta=false)"
3840;6804.904;6741.559;63.345;169.244;168.539;0.705;4;"-"
3936;6974.096;6910.098;63.998;169.191;168.539;0.652;4;"-"
4032;7143.478;7078.637;64.841;169.383;168.539;0.844;4;"-"
4032;7143.729;7078.637;65.092;0.251;168.539;-168.288;4;"JavaWrapperMessage(ticks=4032, isNote=true, isMeta=false)"
4032;7144.587;7078.637;65.950;0.858;168.539;-167.681;4;"JavaWrapperMessage(ticks=4032, isNote=true, isMeta=false)"
4128;7313.809;7247.176;66.633;169.222;168.539;0.683;4;"-"
4224;7483.027;7415.715;67.312;169.218;168.539;0.679;4;"-"
4224;7483.163;7415.715;67.448;0.136;168.539;-168.403;4;"JavaWrapperMessage(ticks=4224, isNote=true, isMeta=false)"
4224;7483.829;7415.715;68.114;0.667;168.539;-167.872;4;"JavaWrapperMessage(ticks=4224, isNote=true, isMeta=false)"
4320;7653.134;7584.254;68.880;169.304;168.539;0.765;4;"-"
4320;7653.210;7584.254;68.956;0.077;168.539;-168.462;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7653.227;7584.254;68.973;0.016;168.539;-168.523;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7653.257;7584.254;69.003;0.030;168.539;-168.509;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7653.501;7584.254;69.247;0.244;168.539;-168.295;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7653.675;7584.254;69.421;0.174;168.539;-168.365;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7653.853;7584.254;69.599;0.179;168.539;-168.360;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7653.874;7584.254;69.620;0.021;168.539;-168.518;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7653.890;7584.254;69.636;0.016;168.539;-168.523;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7653.905;7584.254;69.651;0.015;168.539;-168.524;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7654.097;7584.254;69.843;0.192;168.539;-168.347;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7654.294;7584.254;70.040;0.197;168.539;-168.342;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7654.470;7584.254;70.216;0.176;168.539;-168.363;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7654.498;7584.254;70.244;0.028;168.539;-168.511;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4320;7654.670;7584.254;70.416;0.172;168.539;-168.367;4;"JavaWrapperMessage(ticks=4320, isNote=true, isMeta=false)"
4416;7823.858;7752.793;71.065;169.188;168.539;0.649;4;"-"
4512;7993.251;7921.332;71.919;169.393;168.539;0.854;4;"-"
4512;7993.408;7921.332;72.076;0.157;168.539;-168.382;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7993.490;7921.332;72.158;0.082;168.539;-168.457;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7993.618;7921.332;72.286;0.128;168.539;-168.411;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7994.246;7921.332;72.914;0.628;168.539;-167.911;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7994.315;7921.332;72.983;0.069;168.539;-168.470;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7994.368;7921.332;73.036;0.053;168.539;-168.486;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7994.419;7921.332;73.087;0.052;168.539;-168.487;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7995.026;7921.332;73.694;0.606;168.539;-167.933;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7995.658;7921.332;74.326;0.633;168.539;-167.906;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4512;7995.977;7921.332;74.645;0.319;168.539;-168.220;4;"JavaWrapperMessage(ticks=4512, isNote=true, isMeta=false)"
4524;8017.875;7942.399;75.476;21.897;21.067;0.830;4;"JavaWrapperMessage(ticks=4524, isNote=true, isMeta=false)"
4536;8039.408;7963.466;75.942;21.534;21.067;0.467;4;"JavaWrapperMessage(ticks=4536, isNote=true, isMeta=false)"
4608;8165.967;8089.870;76.097;126.558;126.404;0.154;5;"-"
4608;8166.009;8089.870;76.139;0.042;126.404;-126.362;5;"-"
4608;8166.117;8089.870;76.247;0.109;126.404;-126.295;5;"JavaWrapperMessage(ticks=4608, isNote=true, isMeta=false)"
4608;8166.646;8089.870;76.776;0.529;126.404;-125.875;5;"JavaWrapperMessage(ticks=4608, isNote=true, isMeta=false)"
4704;8335.914;8258.409;77.505;169.267;168.539;0.728;5;"-"
4800;8505.215;8426.948;78.267;169.301;168.539;0.762;5;"-"
4800;8507.171;8426.948;80.223;1.956;168.539;-166.583;5;"JavaWrapperMessage(ticks=4800, isNote=true, isMeta=false)"
4896;8676.464;8595.487;80.977;169.293;168.539;0.754;5;"-"
4896;8676.600;8595.487;81.113;0.136;168.539;-168.403;5;"JavaWrapperMessage(ticks=4896, isNote=true, isMeta=false)"
4896;8677.422;8595.487;81.935;0.823;168.539;-167.716;5;"JavaWrapperMessage(ticks=4896, isNote=true, isMeta=false)"
4896;8677.525;8595.487;82.038;0.102;168.539;-168.437;5;"JavaWrapperMessage(ticks=4896, isNote=true, isMeta=false)"
4896;8678.295;8595.487;82.808;0.771;168.539;-167.768;5;"JavaWrapperMessage(ticks=4896, isNote=true, isMeta=false)"
4992;8847.696;8764.026;83.670;169.400;168.539;0.861;5;"-"
4992;8847.846;8764.026;83.820;0.150;168.539;-168.389;5;"JavaWrapperMessage(ticks=4992, isNote=true, isMeta=false)"
4992;8848.454;8764.026;84.428;0.609;168.539;-167.930;5;"JavaWrapperMessage(ticks=4992, isNote=true, isMeta=false)"
5088;9017.801;8932.565;85.236;169.346;168.539;0.807;5;"-"
5088;9017.954;8932.565;85.389;0.154;168.539;-168.385;5;"JavaWrapperMessage(ticks=5088, isNote=true, isMeta=false)"
5088;9018.653;8932.565;86.088;0.699;168.539;-167.840;5;"JavaWrapperMessage(ticks=5088, isNote=true, isMeta=false)"
5184;9187.954;9101.104;86.850;169.301;168.539;0.762;5;"-"
5184;9188.119;9101.104;87.015;0.166;168.539;-168.373;5;"JavaWrapperMessage(ticks=5184, isNote=true, isMeta=false)"
5184;9188.665;9101.104;87.561;0.546;168.539;-167.993;5;"JavaWrapperMessage(ticks=5184, isNote=true, isMeta=false)"
5184;9189.074;9101.104;87.970;0.410;168.539;-168.129;5;"JavaWrapperMessage(ticks=5184, isNote=true, isMeta=false)"
5184;9189.653;9101.104;88.549;0.579;168.539;-167.960;5;"JavaWrapperMessage(ticks=5184, isNote=true, isMeta=false)"
5280;9358.953;9269.643;89.310;169.300;168.539;0.761;5;"-"
5280;9359.124;9269.643;89.481;0.171;168.539;-168.368;5;"JavaWrapperMessage(ticks=5280, isNote=true, isMeta=false)"
5280;9359.793;9269.643;90.150;0.669;168.539;-167.870;5;"JavaWrapperMessage(ticks=5280, isNote=true, isMeta=false)"
5376;9529.072;9438.182;90.890;169.280;168.539;0.741;5;"-"
5376;9529.228;9438.182;91.046;0.156;168.539;-168.383;5;"JavaWrapperMessage(ticks=5376, isNote=true, isMeta=false)"
5376;9530.089;9438.182;91.907;0.861;168.539;-167.678;5;"JavaWrapperMessage(ticks=5376, isNote=true, isMeta=false)"
5472;9699.376;9606.721;92.655;169.287;168.539;0.748;5;"-"
5472;9699.531;9606.721;92.810;0.155;168.539;-168.384;5;"JavaWrapperMessage(ticks=5472, isNote=true, isMeta=false)"
5472;9700.315;9606.721;93.594;0.784;168.539;-167.755;5;"JavaWrapperMessage(ticks=5472, isNote=true, isMeta=false)"
5472;9700.381;9606.721;93.660;0.067;168.539;-168.472;5;"JavaWrapperMessage(ticks=5472, isNote=true, isMeta=false)"
5472;9700.828;9606.721;94.107;0.447;168.539;-168.092;5;"JavaWrapperMessage(ticks=5472, isNote=true, isMeta=false)"
5568;9870.103;9775.260;94.843;169.275;168.539;0.736;5;"-"
5568;9870.854;9775.260;95.594;0.751;168.539;-167.788;5;"JavaWrapperMessage(ticks=5568, isNote=true, isMeta=false)"
5568;9870.931;9775.260;95.671;0.077;168.539;-168.462;5;"JavaWrapperMessage(ticks=5568, isNote=true, isMeta=false)"
5664;10040.203;9943.799;96.404;169.271;168.539;0.732;5;"-"
5664;10040.327;9943.799;96.528;0.125;168.539;-168.414;5;"JavaWrapperMessage(ticks=5664, isNote=true, isMeta=false)"
5664;10040.842;9943.799;97.043;0.515;168.539;-168.024;5;"JavaWrapperMessage(ticks=5664, isNote=true, isMeta=false)"
5664;10040.917;9943.799;97.118;0.074;168.539;-168.465;5;"JavaWrapperMessage(ticks=5664, isNote=true, isMeta=false)"
5664;10041.340;9943.799;97.541;0.424;168.539;-168.115;5;"JavaWrapperMessage(ticks=5664, isNote=true, isMeta=false)"
5760;10210.761;10112.338;98.423;169.421;168.539;0.882;6;"-"
5760;10210.811;10112.338;98.473;0.050;168.539;-168.489;6;"-"
5760;10211.020;10112.338;98.682;0.209;168.539;-168.330;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10211.111;10112.338;98.773;0.091;168.539;-168.448;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10211.176;10112.338;98.838;0.066;168.539;-168.473;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10211.927;10112.338;99.589;0.751;168.539;-167.788;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10212.000;10112.338;99.662;0.073;168.539;-168.466;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10212.065;10112.338;99.727;0.065;168.539;-168.474;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10212.117;10112.338;99.779;0.052;168.539;-168.487;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10212.582;10112.338;100.244;0.465;168.539;-168.074;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10213.226;10112.338;100.888;0.645;168.539;-167.894;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10213.799;10112.338;101.461;0.572;168.539;-167.967;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10213.875;10112.338;101.537;0.076;168.539;-168.463;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10214.423;10112.338;102.085;0.548;168.539;-167.991;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10214.887;10112.338;102.549;0.464;168.539;-168.075;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10215.493;10112.338;103.155;0.606;168.539;-167.933;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10215.617;10112.338;103.279;0.124;168.539;-168.415;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
5760;10216.238;10112.338;103.900;0.621;168.539;-167.918;6;"JavaWrapperMessage(ticks=5760, isNote=true, isMeta=false)"
