ticks;timestamp ms;expected ts ms;lag ms;actual delta ms;expected delta ms;delta diff ms;measure;message
12960;23007.044;22752.756;254.288;0.443;0.000;0.443;12;"JavaWrapperMessage(ticks=12960, isNote=true, isMeta=false)"
12960;23007.091;22752.756;254.335;0.047;0.000;0.047;12;"JavaWrapperMessage(ticks=12960, isNote=true, isMeta=false)"
13056;23176.232;22921.295;254.937;169.141;168.539;0.602;12;"-"
13152;23345.400;23089.834;255.566;169.169;168.539;0.630;12;"-"
13248;23514.628;23258.373;256.255;169.228;168.539;0.689;12;"-"
13248;23514.746;23258.373;256.373;0.118;0.000;0.118;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13248;23515.328;23258.373;256.955;0.581;0.000;0.581;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13248;23515.376;23258.373;257.003;0.049;0.000;0.049;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13248;23515.681;23258.373;257.308;0.304;0.000;0.304;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13248;23515.736;23258.373;257.363;0.055;0.000;0.055;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13248;23515.924;23258.373;257.551;0.188;0.000;0.188;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13248;23516.199;23258.373;257.826;0.275;0.000;0.275;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13248;23516.257;23258.373;257.884;0.057;0.000;0.057;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13248;23516.651;23258.373;258.278;0.394;0.000;0.394;12;"JavaWrapperMessage(ticks=13248, isNote=true, isMeta=false)"
13344;23685.892;23426.912;258.980;169.241;168.539;0.702;12;"-"
13344;23686.044;23426.912;259.132;0.152;0.000;0.152;12;"JavaWrapperMessage(ticks=13344, isNote=true, isMeta=false)"
13344;23686.411;23426.912;259.499;0.367;0.000;0.367;12;"JavaWrapperMessage(ticks=13344, isNote=true, isMeta=false)"
13440;23855.605;23595.451;260.154;169.195;168.539;0.656;12;"-"
13440;23855.733;23595.451;260.282;0.128;0.000;0.128;12;"JavaWrapperMessage(ticks=13440, isNote=true, isMeta=false)"
13440;23856.031;23595.451;260.580;0.297;0.000;0.297;12;"JavaWrapperMessage(ticks=13440, isNote=true, isMeta=false)"
13440;23856.089;23595.451;260.638;0.058;0.000;0.058;12;"JavaWrapperMessage(ticks=13440, isNote=true, isMeta=false)"
13440;23856.352;23595.451;260.901;0.263;0.000;0.263;12;"JavaWrapperMessage(ticks=13440, isNote=true, isMeta=false)"
13440;23856.411;23595.451;260.960;0.059;0.000;0.059;12;"JavaWrapperMessage(ticks=13440, isNote=true, isMeta=false)"
13440;23856.650;23595.451;261.199;0.240;0.000;0.240;12;"JavaWrapperMessage(ticks=13440, isNote=true, isMeta=false)"
13536;24025.892;23763.990;261.902;169.241;168.539;0.702;12;"-"
13536;24026.025;23763.990;262.035;0.133;0.000;0.133;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24026.183;23763.990;262.193;0.158;0.000;0.158;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24026.216;23763.990;262.226;0.033;0.000;0.033;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24026.768;23763.990;262.778;0.552;0.000;0.552;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24026.981;23763.990;262.991;0.213;0.000;0.213;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24027.187;23763.990;263.197;0.206;0.000;0.206;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24027.235;23763.990;263.245;0.048;0.000;0.048;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24027.471;23763.990;263.481;0.236;0.000;0.236;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24027.515;23763.990;263.525;0.044;0.000;0.044;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24027.888;23763.990;263.898;0.373;0.000;0.373;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.059;23763.990;264.069;0.171;0.000;0.171;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.209;23763.990;264.219;0.150;0.000;0.150;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.246;23763.990;264.256;0.036;0.000;0.036;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.389;23763.990;264.399;0.143;0.000;0.143;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.424;23763.990;264.434;0.035;0.000;0.035;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.511;23763.990;264.521;0.088;0.000;0.088;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.667;23763.990;264.677;0.155;0.000;0.155;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.702;23763.990;264.712;0.035;0.000;0.035;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24028.890;23763.990;264.900;0.188;0.000;0.188;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24029.042;23763.990;265.052;0.151;0.000;0.151;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13536;24029.077;23763.990;265.087;0.036;0.000;0.036;12;"JavaWrapperMessage(ticks=13536, isNote=true, isMeta=false)"
13632;24198.337;23932.529;265.808;169.260;168.539;0.721;12;"-"
13632;24198.467;23932.529;265.938;0.129;0.000;0.129;12;"JavaWrapperMessage(ticks=13632, isNote=true, isMeta=false)"
13632;24198.710;23932.529;266.181;0.244;0.000;0.244;12;"JavaWrapperMessage(ticks=13632, isNote=true, isMeta=false)"
13728;24367.903;24101.068;266.835;169.192;168.539;0.653;12;"-"
13728;24368.044;24101.068;266.976;0.141;0.000;0.141;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24368.078;24101.068;267.010;0.034;0.000;0.034;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24368.109;24101.068;267.041;0.030;0.000;0.030;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24368.385;24101.068;267.317;0.277;0.000;0.277;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24368.437;24101.068;267.369;0.052;0.000;0.052;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24368.567;24101.068;267.499;0.130;0.000;0.130;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24368.607;24101.068;267.539;0.040;0.000;0.040;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24368.986;24101.068;267.918;0.379;0.000;0.379;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24369.171;24101.068;268.103;0.185;0.000;0.185;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24369.473;24101.068;268.405;0.302;0.000;0.302;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24369.535;24101.068;268.467;0.062;0.000;0.062;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13728;24369.689;24101.068;268.621;0.154;0.000;0.154;12;"JavaWrapperMessage(ticks=13728, isNote=true, isMeta=false)"
13740;24391.089;24122.135;268.954;21.399;21.067;0.332;12;"JavaWrapperMessage(ticks=13740, isNote=true, isMeta=false)"
13752;24412.710;24143.202;269.508;21.621;21.067;0.554;12;"JavaWrapperMessage(ticks=13752, isNote=true, isMeta=false)"
13824;24538.982;24269.606;269.376;126.272;126.404;-0.132;13;"-"
13824;24539.144;24269.606;269.538;0.162;0.000;0.162;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13824;24539.487;24269.606;269.881;0.342;0.000;0.342;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13824;24539.557;24269.606;269.951;0.071;0.000;0.071;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13824;24539.708;24269.606;270.102;0.150;0.000;0.150;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13824;24539.760;24269.606;270.154;0.052;0.000;0.052;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13824;24539.813;24269.606;270.207;0.053;0.000;0.053;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13824;24540.527;24269.606;270.921;0.713;0.000;0.713;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13824;24540.589;24269.606;270.983;0.062;0.000;0.062;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13824;24541.051;24269.606;271.445;0.462;0.000;0.462;13;"JavaWrapperMessage(ticks=13824, isNote=true, isMeta=false)"
13920;24710.238;24438.145;272.093;169.187;168.539;0.648;13;"-"
14016;24879.565;24606.684;272.881;169.327;168.539;0.788;13;"-"
14112;25048.810;24775.223;273.587;169.245;168.539;0.706;13;"-"
14112;25048.954;24775.223;273.731;0.144;0.000;0.144;13;"JavaWrapperMessage(ticks=14112, isNote=true, isMeta=false)"
14112;25049.403;24775.223;274.180;0.448;0.000;0.448;13;"JavaWrapperMessage(ticks=14112, isNote=true, isMeta=false)"
14112;25049.620;24775.223;274.397;0.218;0.000;0.218;13;"JavaWrapperMessage(ticks=14112, isNote=true, isMeta=false)"
14112;25049.667;24775.223;274.444;0.046;0.000;0.046;13;"JavaWrapperMessage(ticks=14112, isNote=true, isMeta=false)"
14112;25049.861;24775.223;274.638;0.194;0.000;0.194;13;"JavaWrapperMessage(ticks=14112, isNote=true, isMeta=false)"
14112;25050.054;24775.223;274.831;0.193;0.000;0.193;13;"JavaWrapperMessage(ticks=14112, isNote=true, isMeta=false)"
14112;25050.184;24775.223;274.961;0.131;0.000;0.131;13;"JavaWrapperMessage(ticks=14112, isNote=true, isMeta=false)"
14208;25219.390;24943.762;275.628;169.206;168.539;0.667;13;"-"
14304;25388.659;25112.301;276.358;169.269;168.539;0.730;13;"-"
14400;25557.922;25280.840;277.082;169.263;168.539;0.724;13;"-"
14400;25558.070;25280.840;277.230;0.149;0.000;0.149;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14400;25558.412;25280.840;277.572;0.342;0.000;0.342;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14400;25558.454;25280.840;277.614;0.041;0.000;0.041;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14400;25558.752;25280.840;277.912;0.298;0.000;0.298;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14400;25558.805;25280.840;277.965;0.053;0.000;0.053;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14400;25559.011;25280.840;278.171;0.207;0.000;0.207;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14400;25559.235;25280.840;278.395;0.224;0.000;0.224;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14400;25559.333;25280.840;278.493;0.097;0.000;0.097;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14400;25559.615;25280.840;278.775;0.282;0.000;0.282;13;"JavaWrapperMessage(ticks=14400, isNote=true, isMeta=false)"
14496;25728.861;25449.379;279.482;169.246;168.539;0.707;13;"-"
14496;25729.014;25449.379;279.635;0.153;0.000;0.153;13;"JavaWrapperMessage(ticks=14496, isNote=true, isMeta=false)"
14496;25729.204;25449.379;279.825;0.190;0.000;0.190;13;"JavaWrapperMessage(ticks=14496, isNote=true, isMeta=false)"
14592;25898.381;25617.918;280.463;169.178;168.539;0.639;13;"-"
14592;25898.496;25617.918;280.578;0.115;0.000;0.115;13;"JavaWrapperMessage(ticks=14592, isNote=true, isMeta=false)"
14592;25898.737;25617.918;280.819;0.241;0.000;0.241;13;"JavaWrapperMessage(ticks=14592, isNote=true, isMeta=false)"
14592;25898.778;25617.918;280.860;0.041;0.000;0.041;13;"JavaWrapperMessage(ticks=14592, isNote=true, isMeta=false)"
14592;25899.110;25617.918;281.192;0.332;0.000;0.332;13;"JavaWrapperMessage(ticks=14592, isNote=true, isMeta=false)"
14688;26068.384;25786.457;281.927;169.274;168.539;0.735;13;"-"
14688;26068.512;25786.457;282.055;0.129;0.000;0.129;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14688;26068.820;25786.457;282.363;0.308;0.000;0.308;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14688;26068.860;25786.457;282.403;0.040;0.000;0.040;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14688;26069.153;25786.457;282.696;0.293;0.000;0.293;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14688;26069.340;25786.457;282.883;0.187;0.000;0.187;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14688;26069.403;25786.457;282.946;0.063;0.000;0.063;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14688;26069.708;25786.457;283.251;0.304;0.000;0.304;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14688;26069.936;25786.457;283.479;0.228;0.000;0.228;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14688;26069.995;25786.457;283.538;0.060;0.000;0.060;13;"JavaWrapperMessage(ticks=14688, isNote=true, isMeta=false)"
14784;26239.172;25954.996;284.176;169.177;168.539;0.638;13;"-"
14784;26239.262;25954.996;284.266;0.090;0.000;0.090;13;"JavaWrapperMessage(ticks=14784, isNote=true, isMeta=false)"
14784;26239.395;25954.996;284.399;0.133;0.000;0.133;13;"JavaWrapperMessage(ticks=14784, isNote=true, isMeta=false)"
14880;26408.599;26123.535;285.064;169.204;168.539;0.665;13;"-"
14880;26408.757;26123.535;285.222;0.158;0.000;0.158;13;"JavaWrapperMessage(ticks=14880, isNote=true, isMeta=false)"
14880;26409.037;26123.535;285.502;0.280;0.000;0.280;13;"JavaWrapperMessage(ticks=14880, isNote=true, isMeta=false)"
14880;26409.092;26123.535;285.557;0.055;0.000;0.055;13;"JavaWrapperMessage(ticks=14880, isNote=true, isMeta=false)"
14880;26409.228;26123.535;285.693;0.135;0.000;0.135;13;"JavaWrapperMessage(ticks=14880, isNote=true, isMeta=false)"
14976;26578.644;26292.074;286.570;169.416;168.539;0.877;14;"-"
14976;26578.802;26292.074;286.728;0.159;0.000;0.159;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26578.900;26292.074;286.826;0.098;0.000;0.098;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26578.998;26292.074;286.924;0.098;0.000;0.098;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26579.286;26292.074;287.212;0.288;0.000;0.288;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26579.348;26292.074;287.274;0.062;0.000;0.062;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26579.397;26292.074;287.323;0.049;0.000;0.049;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26579.441;26292.074;287.367;0.044;0.000;0.044;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26579.625;26292.074;287.551;0.184;0.000;0.184;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26579.815;26292.074;287.741;0.190;0.000;0.190;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.013;26292.074;287.939;0.198;0.000;0.198;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.067;26292.074;287.993;0.054;0.000;0.054;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.248;26292.074;288.174;0.182;0.000;0.182;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.300;26292.074;288.226;0.051;0.000;0.051;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.422;26292.074;288.348;0.123;0.000;0.123;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.468;26292.074;288.394;0.046;0.000;0.046;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.514;26292.074;288.440;0.045;0.000;0.045;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.740;26292.074;288.666;0.226;0.000;0.226;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26580.787;26292.074;288.713;0.047;0.000;0.047;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14976;26581.367;26292.074;289.293;0.580;0.000;0.580;14;"JavaWrapperMessage(ticks=14976, isNote=true, isMeta=false)"
14988;26602.804;26313.141;289.663;21.437;21.067;0.370;14;"JavaWrapperMessage(ticks=14988, isNote=true, isMeta=false)"
15000;26624.260;26334.208;290.052;21.456;21.067;0.389;14;"JavaWrapperMessage(ticks=15000, isNote=true, isMeta=false)"
15072;26750.452;26460.612;289.840;126.192;126.404;-0.212;14;"-"
15168;26919.760;26629.151;290.609;169.308;168.539;0.769;14;"-"
15264;27088.972;26797.690;291.282;169.212;168.539;0.673;14;"-"
15264;27089.096;26797.690;291.406;0.124;0.000;0.124;14;"JavaWrapperMessage(ticks=15264, isNote=true, isMeta=false)"
15264;27089.347;26797.690;291.657;0.251;0.000;0.251;14;"JavaWrapperMessage(ticks=15264, isNote=true, isMeta=false)"
15264;27089.615;26797.690;291.925;0.268;0.000;0.268;14;"JavaWrapperMessage(ticks=15264, isNote=true, isMeta=false)"
15264;27089.703;26797.690;292.013;0.088;0.000;0.088;14;"JavaWrapperMessage(ticks=15264, isNote=true, isMeta=false)"
15264;27089.908;26797.690;292.218;0.205;0.000;0.205;14;"JavaWrapperMessage(ticks=15264, isNote=true, isMeta=false)"
15264;27090.078;26797.690;292.388;0.169;0.000;0.169;14;"JavaWrapperMessage(ticks=15264, isNote=true, isMeta=false)"
15264;27090.272;26797.690;292.582;0.195;0.000;0.195;14;"JavaWrapperMessage(ticks=15264, isNote=true, isMeta=false)"
15360;27259.400;26966.229;293.171;169.128;168.539;0.589;14;"-"
15456;27428.585;27134.768;293.817;169.185;168.539;0.646;14;"-"
15552;27597.831;27303.307;294.524;169.246;168.539;0.707;14;"-"
15552;27598.198;27303.307;294.891;0.367;0.000;0.367;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15552;27598.510;27303.307;295.203;0.312;0.000;0.312;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15552;27598.572;27303.307;295.265;0.062;0.000;0.062;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15552;27598.729;27303.307;295.422;0.157;0.000;0.157;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15552;27598.779;27303.307;295.472;0.050;0.000;0.050;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15552;27598.813;27303.307;295.506;0.034;0.000;0.034;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15552;27598.991;27303.307;295.684;0.177;0.000;0.177;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15552;27599.030;27303.307;295.723;0.040;0.000;0.040;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15552;27599.386;27303.307;296.079;0.356;0.000;0.356;14;"JavaWrapperMessage(ticks=15552, isNote=true, isMeta=false)"
15648;27768.638;27471.846;296.792;169.252;168.539;0.713;14;"-"
15648;27768.777;27471.846;296.931;0.139;0.000;0.139;14;"JavaWrapperMessage(ticks=15648, isNote=true, isMeta=false)"
15648;27769.071;27471.846;297.225;0.294;0.000;0.294;14;"JavaWrapperMessage(ticks=15648, isNote=true, isMeta=false)"
15744;27938.232;27640.385;297.847;169.161;168.539;0.622;14;"-"
15744;27938.351;27640.385;297.966;0.119;0.000;0.119;14;"JavaWrapperMessage(ticks=15744, isNote=true, isMeta=false)"
15744;27938.672;27640.385;298.287;0.321;0.000;0.321;14;"JavaWrapperMessage(ticks=15744, isNote=true, isMeta=false)"
15744;27938.721;27640.385;298.336;0.049;0.000;0.049;14;"JavaWrapperMessage(ticks=15744, isNote=true, isMeta=false)"
15744;27939.007;27640.385;298.622;0.286;0.000;0.286;14;"JavaWrapperMessage(ticks=15744, isNote=true, isMeta=false)"
15840;28108.266;27808.924;299.342;169.259;168.539;0.720;14;"-"
15840;28108.390;27808.924;299.466;0.124;0.000;0.124;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28108.473;27808.924;299.549;0.083;0.000;0.083;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28108.504;27808.924;299.580;0.031;0.000;0.031;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28108.792;27808.924;299.868;0.288;0.000;0.288;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28108.952;27808.924;300.028;0.159;0.000;0.159;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28109.113;27808.924;300.189;0.161;0.000;0.161;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28109.151;27808.924;300.227;0.038;0.000;0.038;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28109.337;27808.924;300.413;0.187;0.000;0.187;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28109.386;27808.924;300.462;0.048;0.000;0.048;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28109.741;27808.924;300.817;0.356;0.000;0.356;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28109.916;27808.924;300.992;0.175;0.000;0.175;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28110.069;27808.924;301.145;0.153;0.000;0.153;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28110.186;27808.924;301.262;0.117;0.000;0.117;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28110.373;27808.924;301.449;0.187;0.000;0.187;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28110.412;27808.924;301.488;0.038;0.000;0.038;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28110.701;27808.924;301.777;0.290;0.000;0.290;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28110.772;27808.924;301.848;0.071;0.000;0.071;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28111.100;27808.924;302.176;0.328;0.000;0.328;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15840;28111.162;27808.924;302.238;0.062;0.000;0.062;14;"JavaWrapperMessage(ticks=15840, isNote=true, isMeta=false)"
15888;28195.486;27893.194;302.292;84.324;84.270;0.054;14;"JavaWrapperMessage(ticks=15888, isNote=true, isMeta=false)"
15888;28195.790;27893.194;302.596;0.304;0.000;0.304;14;"JavaWrapperMessage(ticks=15888, isNote=true, isMeta=false)"
15936;28279.971;27977.464;302.507;84.181;84.270;-0.089;14;"-"
15936;28280.075;27977.464;302.611;0.104;0.000;0.104;14;"JavaWrapperMessage(ticks=15936, isNote=true, isMeta=false)"
15936;28280.221;27977.464;302.757;0.146;0.000;0.146;14;"JavaWrapperMessage(ticks=15936, isNote=true, isMeta=false)"
16032;28449.391;28146.003;303.388;169.171;168.539;0.632;14;"-"
16032;28449.532;28146.003;303.529;0.141;0.000;0.141;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28449.569;28146.003;303.566;0.037;0.000;0.037;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28449.618;28146.003;303.615;0.049;0.000;0.049;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28449.947;28146.003;303.944;0.329;0.000;0.329;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28450.016;28146.003;304.013;0.068;0.000;0.068;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28450.208;28146.003;304.205;0.192;0.000;0.192;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28450.262;28146.003;304.259;0.054;0.000;0.054;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28450.384;28146.003;304.381;0.122;0.000;0.122;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28450.539;28146.003;304.536;0.155;0.000;0.155;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16032;28450.601;28146.003;304.598;0.062;0.000;0.062;14;"JavaWrapperMessage(ticks=16032, isNote=true, isMeta=false)"
16044;28471.978;28167.070;304.908;21.377;21.067;0.310;14;"JavaWrapperMessage(ticks=16044, isNote=true, isMeta=false)"
16056;28493.403;28188.137;305.266;21.424;21.067;0.357;14;"JavaWrapperMessage(ticks=16056, isNote=true, isMeta=false)"
16128;28619.664;28314.541;305.123;126.262;126.404;-0.142;15;"-"
16128;28619.987;28314.541;305.446;0.323;0.000;0.323;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16128;28620.150;28314.541;305.609;0.163;0.000;0.163;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16128;28620.197;28314.541;305.656;0.047;0.000;0.047;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16128;28620.217;28314.541;305.676;0.019;0.000;0.019;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16128;28620.372;28314.541;305.831;0.155;0.000;0.155;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16128;28620.409;28314.541;305.868;0.036;0.000;0.036;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16128;28620.504;28314.541;305.963;0.095;0.000;0.095;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16128;28620.768;28314.541;306.227;0.264;0.000;0.264;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16128;28621.015;28314.541;306.474;0.247;0.000;0.247;15;"JavaWrapperMessage(ticks=16128, isNote=true, isMeta=false)"
16224;28790.177;28483.080;307.097;169.161;168.539;0.622;15;"-"
16320;28959.471;28651.619;307.852;169.294;168.539;0.755;15;"-"
16416;29128.652;28820.158;308.494;169.181;168.539;0.642;15;"-"
16416;29128.817;28820.158;308.659;0.165;0.000;0.165;15;"JavaWrapperMessage(ticks=16416, isNote=true, isMeta=false)"
16416;29128.876;28820.158;308.718;0.059;0.000;0.059;15;"JavaWrapperMessage(ticks=16416, isNote=true, isMeta=false)"
16416;29129.208;28820.158;309.050;0.331;0.000;0.331;15;"JavaWrapperMessage(ticks=16416, isNote=true, isMeta=false)"
16416;29129.459;28820.158;309.301;0.251;0.000;0.251;15;"JavaWrapperMessage(ticks=16416, isNote=true, isMeta=false)"
16416;29129.636;28820.158;309.478;0.177;0.000;0.177;15;"JavaWrapperMessage(ticks=16416, isNote=true, isMeta=false)"
16416;29129.861;28820.158;309.703;0.224;0.000;0.224;15;"JavaWrapperMessage(ticks=16416, isNote=true, isMeta=false)"
